JAYAD,HORTICULTURE,Vegetables,Cucumber,Nutrient Management,top dressing cucumber,recommended for apply urea 30 kg/acre,TAMILNADU,KRISHNAGIRI,HOSUR                                             ,5/2/2015 14:24,2015,May
JAYAD,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,sowing season brinjal,Recommended for season December – January and May – June.,TAMILNADU,KRISHNAGIRI,KELAMANGALAM                                      ,5/4/2015 13:33,2015,May
JAYAD,AGRICULTURE,Others,Others,"	Plant Protection	",FARMER ASKED FLOWER DROP,Spray Boom flower 30 ml + 00:52:34 60 GM/15lit of Water.,MAHARASHTRA,JALGAON,YAWAL                                             ,4/4/2018 14:55,2018,Apr
RABI,HORTICULTURE,Fruits,Papaya,Seeds and Planting Material,VARIETIES PAPAYA ,VARIETIES OF PAPAYA -TAIWAN -786 WASHINGTON CO-1 CO- 2 CO- 4 PUSA MAJESTY,MAHARASHTRA,JALGAON,CHALISGAON                                        ,4/4/2018 14:56,2018,Apr
JAYAD,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",DRENCHING groundnut,DRAINCHING OF BLUE COPPER 30 GM + HUMIC ACID 30 ML/15 LITER WATER,MAHARASHTRA,JALGAON,BODWAD                                            ,4/4/2018 15:05,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,yellowing onion ,spray  M 45 30 gm +19:19:19 60 gm + microlla  30 ml + humic acid 30 ml / 15 liter of water.,MAHARASHTRA,JALGAON,YAWAL                                             ,4/4/2018 16:34,2018,Apr
RABI,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",ATTACK LEAF EATING CATERPILLAR ,Spray Proclaim 5 gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,MAHARASHTRA,AHMADNAGAR,RAHURI                                            ,4/1/2018 08:25,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Vasantdada Sugar Institute Colony Manjari Budruk Pune,"Vasantdada Sugar Institute Colony, Manjari Budruk, Pune,-020-26902100/ 245/242",MAHARASHTRA,AHMADNAGAR,SANGAMNER                                         ,4/1/2018 09:38,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,ASKING GOVERNMENT SCHEME ,FOR DETAIL INFORMATION ABOUT GOVERNMENT SCHEME  PLEASE VISIT YOUR TALUKA AGRICULTURE OFFICER OR DISTRICT AGRICULTURE OFFICER .,MAHARASHTRA,AHMADNAGAR,NEVASA                                            ,4/1/2018 10:01,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",blight attack onion,spray bavistin 30gm/ 15 lit of water,MAHARASHTRA,AHMADNAGAR,NAGAR                                             ,4/1/2018 12:40,2018,Apr
JAYAD,HORTICULTURE,Flowers,Marigold,Fertilizer Use and Availability,FERTILIZER DOSE MARIGOLD ,FERTILIZER DOSE FOR MARIGOLD = SPRAY 00:52:34 60  GM/15 LITER WATER,MAHARASHTRA,AHMADNAGAR,SANGAMNER                                         ,4/1/2018 15:02,2018,Apr
RABI,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked attack early shoot borer sugarcane ,Spray Chloropyriphos 30ml(Blaze (Indofil))/15 Liter of Water.,MAHARASHTRA,AHMADNAGAR,NEVASA                                            ,4/1/2018 15:27,2018,Apr
JAYAD,AGRICULTURE,Others,Others,"	Plant Protection	",ATTACK THRIPS JASSID,Spray Karate20ml/15 Liter of Water(Lambda 5 SC)-Syngenta,MAHARASHTRA,AHMADNAGAR,NAGAR                                             ,4/1/2018 16:06,2018,Apr
JAYAD,AGRICULTURE,Fodder Crops,Anjan Grass,"	Plant Protection	",caterpillar attack ,Spray Chloropyriphos 30 ml/15 Lit of Water.,MAHARASHTRA,AHMADNAGAR,PARNER                                            ,4/1/2018 19:35,2018,Apr
RABI,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",ASKED ATTACK APHIDS ,Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL,MAHARASHTRA,AHMADNAGAR,NEVASA                                            ,4/2/2018 07:43,2018,Apr
RABI,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,FERTILIZER SPRAY GROWTH ,SPRAY 19 19 19 40 GM + MICROLLA 30 ML + HUMIC ACID 30 ML /15 LITERS OF WATER,MAHARASHTRA,AHMADNAGAR,RAHATA                                            ,4/2/2018 09:54,2018,Apr
JAYAD,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,FERTILIZER DOSE SUGARCANE ,APPLICATION OF 18 46 00 100 KG + MOP 100 KG + NIMBOLI PEND 50 KG + SULPHUR 3 KG +MICRO NUTRIENTS 3 KG + ZINC SULPHATE 3 KG + FEROUS SULPHATE 3 KG/ ACRE AT TIME OF PLANTING,MAHARASHTRA,SOLAPUR,PANDHARPUR                                        ,4/4/2018 15:41,2018,Apr
RABI,HORTICULTURE,Vegetables,Chillies,Fertilizer Use and Availability,asked fertilizer dose chilllies ,SPRAY 19 19 19 3 kilo  + MICROLLA 300 ML through drip .,MAHARASHTRA,SOLAPUR,AKKALKOT                                          ,4/4/2018 16:58,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Ask SMS Activation,Your SMS Registration  process successfully completed.,MAHARASHTRA,SOLAPUR,BARSHI                                            ,4/4/2018 16:59,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",FARMER ASKED WHITE FLY ATTACK BRINJAL,Spray Alika 8 ml / 15 lit of water  (Thiamethoxam (12.6%) + Lambdacyhalothrin (9.5%) ZC ),MAHARASHTRA,SOLAPUR,MADHA                                             ,4/4/2018 17:22,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",FARMER ASKED WHITE FLY ATTACK BRINJAL,Spray Alika 8 ml / 15 lit of water  (Thiamethoxam (12.6%) + Lambdacyhalothrin (9.5%) ZC ),MAHARASHTRA,SOLAPUR,MADHA                                             ,4/4/2018 17:22,2018,Apr
RABI,AGRICULTURE,Others,Others,Varieties,asked variety pumpkin ,"variety - samrat, pusa navin, arka bahar",MAHARASHTRA,SOLAPUR,MOHOL                                             ,4/4/2018 17:22,2018,Apr
JAYAD,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,FERTILIZER DOSE SUGARCANE ,APPLICATION OF 10 26 26 2 BAG + UREA 2 BAG + MICRO NUTRIENTS 10 KG + HUMIC ACID 5 KG + NIMBOLI PEND 40 KG/ ACRE,MAHARASHTRA,KOLHAPUR,KAGAL                                             ,4/1/2018 16:21,2018,Apr
RABI,AGRICULTURE,Millets,Maize (Makka),Weed Management,ASKED WEED MANAGEMENT MAIZE ,"WEED MANAGEMENT IN MAIZE : SPRAY 2,4 D AMINE SALT 58% SL 40 ML/15 LITERS OF WATER",MAHARASHTRA,KOLHAPUR,KARVIR                                            ,4/1/2018 16:31,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Cultural Practices,preparation murghas ,"information given contact to Bio Development Trust , phone - (???) ????????",MAHARASHTRA,KOLHAPUR,GAGAN BAWADA,4/1/2018 18:54,2018,Apr
RABI,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,ASKED VARIETIES BRINJAL ,"VARIETIES OF BRINJAL - vaishali , pragati , manjari  gota",MAHARASHTRA,KOLHAPUR,HATKANGALE,4/1/2018 20:20,2018,Apr
RABI,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,ASKED FERTILIZER DOSE SUGARCANE ,FERTILIZER DOSE FOR SUGARCANE :APPLICATION OF 10 26 26 2 BAG + UREA 2 BAG + MICRO NUTRIENTS 10 KG + HUMIC ACID 5 KG + NIMBOLI PEND 40 KG/ ACRE,MAHARASHTRA,KOLHAPUR,PANHALA                                           ,4/2/2018 09:25,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,Asked SMS Activation,TO START SMS SERVICE PLEASE TYPE SMS  Kisaan1 AND SEND IT TO 7738299899,MAHARASHTRA,KOLHAPUR,RADHANAGARI                                       ,4/2/2018 14:04,2018,Apr
JAYAD,HORTICULTURE,Plantation Crops,Coconut,"Power, Roads etc.",asked planting distance,"Prepare the land selected for coconut cultivation before summer. After making the land, take pots of 1x1x1 meter in the distance of 8 x 8 m in summer. In one hectare, 150 to 156 coconut trees should be planted. Feed the pits at the bottom of the pits while feeding the pits and fill it with a mixture of compost or compost fertilizer and potassium soil",MAHARASHTRA,KOLHAPUR,AJARA,4/2/2018 14:05,2018,Apr
JAYAD,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Bio-Pesticides and Bio-Fertilizers,WILT ATTACK ,Spray M-45 30 gm /15 liter water.(Mancozeb 75% WP). INDOFIL,MAHARASHTRA,KOLHAPUR,BHUDARGAD                                         ,4/3/2018 09:05,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Asked SMS Activation ,Your SMS Registration process successfully completed.,MAHARASHTRA,KOLHAPUR,HATKANGALE,4/3/2018 09:13,2018,Apr
JAYAD,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Water Management	",asked water managemnet,"For nitrogenous, prehistoric, starting and prawn, respectively, 340 to 350, 300 to 325, 250 to 275 and 225 to 250 hect. Cm. Water is needed. Generally, up to 8 cms Roomy room After that 10 cm room should be provided. According to the season 8 to 10 days during the summer, after 14 to 15 days in the monsoon and 18 to 20 days in the winter should be given water treatment.",MAHARASHTRA,KOLHAPUR,GADHINGLAJ                                        ,4/3/2018 19:16,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,ASKING GOVERNMENT SCHEME ,FOR DETAIL INFORMATION ABOUT GOVERNMENT SCHEME  PLEASE VISIT YOUR TALUKA AGRICULTURE OFFICER,MAHARASHTRA,KOLHAPUR,KAGAL                                             ,4/3/2018 19:25,2018,Apr
JAYAD,HORTICULTURE,Fruits,Lemon,"	Plant Protection	",wilt lemon,drenching with bavistin 30gm + humic acid 30ml/ 15 lit of water,MAHARASHTRA,KOLHAPUR,KARVIR                                            ,4/4/2018 14:44,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,Asked SMS Activation,TO START SMS SERVICE PLEASE TYPE SMS  Kisaan1 AND SEND IT TO 7738299899,MAHARASHTRA,KOLHAPUR,HATKANGALE,4/4/2018 15:09,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Asked SMS Activation,TO START SMS SERVICE PLEASE TYPE SMS  Kisaan1 AND SEND IT TO 7738299899,MAHARASHTRA,JALNA,PARTUR                                            ,4/1/2018 14:10,2018,Apr
RABI,AGRICULTURE,Others,Others,Cultural Practices,Asked Agriculture University info ,Vasantrao Naik Marathwada Agriculture University-Parbhani - 02452 223 002,MAHARASHTRA,JALNA,JALNA                                             ,4/1/2018 16:33,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Nutrient Management,Farmer Asked Flowering BHINDI,Spray Boom flower 30 ml + 12.61.00  60 gm/15lit of Water.,MAHARASHTRA,JALNA,JALNA                                             ,4/1/2018 17:34,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Asked SMS Activation,Your SMS Registration process successfully completed.,MAHARASHTRA,JALNA,BADNAPUR                                          ,4/1/2018 21:25,2018,Apr
RABI,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",asked attack thrip chilli,attack thrips on chilli: Spray Confidor 10 ml /15 litar water (Imidacloprid 17.8 %),MAHARASHTRA,JALNA,JAFRABAD                                          ,4/2/2018 06:51,2018,Apr
JAYAD,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Asked weed management ,At this stage of crop herbicides application is not recommended so carry out hand weeding .,MAHARASHTRA,JALNA,PARTUR                                            ,4/2/2018 07:20,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,ASKING GOVERNMENT SCHEME ,FOR DETAIL INFORMATION ABOUT GOVERNMENT SCHEME  PLEASE VISIT YOUR TALUKA AGRICULTURE OFFICER OR DISTRICT AGRICULTURE OFFICER .,MAHARASHTRA,JALNA,JALNA                                             ,4/2/2018 10:38,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Chillies,Nutrient Management,YELLOWING CHILLY,SPRAY MICROLA 30 ML+BAVISTIN 30 GM /15 LITER WATER.,MAHARASHTRA,JALNA,AMBAD                                             ,4/2/2018 12:39,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Cultural Practices,PREPARATION JIVAMRUT,For preparation of jivamrut use 10 kg cow dung + 10 liter cow urine + 2 kg flour mill  + 2 kg jaggary + 200 liter water skake well morning and evening till 4 -6 days.,MAHARASHTRA,JALNA,AMBAD                                             ,4/2/2018 12:51,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Cucumber,"	Plant Protection	",ATTACK LEAF EATING CATERPILLAR ,Spray Takumi 5 GM /15 liter water (Flubendamide 20%WGD)-Tata Rallis India,MAHARASHTRA,JALNA,PARTUR                                            ,4/2/2018 16:58,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Asked SMS Activation,Your SMS Registration  process successfully completed.,MAHARASHTRA,JALNA,GHANSAWANGI,4/2/2018 19:33,2018,Apr
RABI,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",Attack Thrips bhindi ,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA,MAHARASHTRA,JALNA,JALNA                                             ,4/3/2018 06:58,2018,Apr
RABI,HORTICULTURE,Vegetables,Watermelon,Fertilizer Use and Availability,fertilizer dose watermelon ,application of 00:00:50 - 6 kg + microla 1 liter through drip,MAHARASHTRA,JALNA,GHANSAWANGI,4/3/2018 09:38,2018,Apr
JAYAD,HORTICULTURE,Fruits,Mosambi,Fertilizer Use and Availability,Flower Drop,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,MAHARASHTRA,JALNA,GHANSAWANGI,4/3/2018 13:23,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,ASKING GOVERNMENT SCHEME ,FOR DETAIL INFORMATION ABOUT GOVERNMENT SCHEME  PLEASE VISIT YOUR TALUKA AGRICULTURE OFFICER,MAHARASHTRA,JALNA,JALNA                                             ,4/3/2018 15:06,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Cabbage,"	Plant Protection	",Attack Caterpillar cabbage ,Spray Proclaim 07 gm/15 liter of Water(Emamectin Benzoate)Syngenta,MAHARASHTRA,JALNA,GHANSAWANGI,4/3/2018 19:15,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Asked SMS Activation,TO START SMS SERVICE PLEASE TYPE SMS  Kisaan1 AND SEND IT TO 7738299899,MAHARASHTRA,JALNA,GHANSAWANGI,4/4/2018 09:18,2018,Apr
JAYAD,HORTICULTURE,Fruits,Mosambi,"	Plant Protection	",Fruit drop,1.5 GA gm +50 ml alcohol +1 kg urea/100 lit water spraying.,MAHARASHTRA,JALNA,AMBAD                                             ,4/4/2018 10:28,2018,Apr
JAYAD,HORTICULTURE,Fruits,Mosambi,Bio-Pesticides and Bio-Fertilizers,FRUIT DROP mosambi ,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,MAHARASHTRA,JALNA,AMBAD                                             ,4/4/2018 16:30,2018,Apr
JAYAD,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Attack stalk Borer,Spray Nuwan 20 ml/ 15Lit of Water.,MAHARASHTRA,JALNA,PARTUR                                            ,4/4/2018 16:58,2018,Apr
RABI,AGRICULTURE,Fodder Crops,fodder maize ,Weed Management,WEED MANAGEMENT MAIZE ,"SPRAY 2, 4- D 40 GM 20-25 DAYS AFTER SOWING /15 LITERS OF WATEER",MAHARASHTRA,JALNA,GHANSAWANGI,4/4/2018 17:26,2018,Apr
JAYAD,HORTICULTURE,Flowers,Gladiolus,Fertilizer Use and Availability,FERTILIZER SPRAY gladious,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,MAHARASHTRA,NANDED,NAIGAON (KH)                                      ,4/1/2018 09:24,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,ASKING VARIETIES DRUMSTICK ,"VARIETIES OF DRUMSTICK  - MORINGA ,ODISI, PKM-1, PKM-2, CO-1, SIDHIVINAYAK, SHEVGA, KONKAN RUCHIRA.",MAHARASHTRA,NANDED,MOKHED,4/1/2018 11:19,2018,Apr
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",asking attack white grub groundnut ,Chloropyriphos 30ml + Humic Acid 30ml/15 Liter of Water Drenching.,MAHARASHTRA,NANDED,UMRI                                              ,4/1/2018 15:41,2018,Apr
JAYAD,AGRICULTURE,Others,Others,"	Field Preparation	",Farmer asked govt Schemes,Visit to Tahsil Agriculture Officer to getting detail inormation about Govt. Schemes.,MAHARASHTRA,NANDED,KANDHAR                                           ,4/1/2018 16:17,2018,Apr
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Seeds,Farmer need information regarding seed treatment MOONG CROP,Recommended for seed treatment of urd treat the seed with thiram or captan or mancozab or monosan @ 2-2.5 gram/kg of seed.,MADHYA PRADESH,BHOPAL,BERASIA                                           ,4/2/2018 13:02,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,farmer want know information govt schemes,recommended for to know about govt. schemes please contect rural agriculture extension officer .,MADHYA PRADESH,BHOPAL,PHANDA                                            ,4/2/2018 16:34,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want know information complant electricit,recommended for to know information about complant for electricity please contact to cm help line 181,MADHYA PRADESH,BHOPAL,PHANDA                                            ,4/2/2018 20:35,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want know information agriculture insurance,"recommended for to know information about agriculture insurance contact to your nearest bank  & dial 0755-4218901,4218902,4218903",MADHYA PRADESH,BHOPAL,BERASIA                                           ,4/2/2018 21:41,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",control white fly bhindi crop,Recommended for Spray Dimethoate 30%EC (Rogar) 40 ml per pump.,MADHYA PRADESH,BHOPAL,BERASIA                                           ,4/3/2018 08:56,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",Farmer need information regarding weed management onion crop,Recommended for Spray oxyflorfin 10 ml at per pump for weed control in onion crop.,MADHYA PRADESH,BHOPAL,BERASIA                                           ,4/3/2018 09:52,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer need information contact number Bhavanter Yojana,The farmer should contact you in the nearest co-operative society or Agricultural Produce Market for registration of your crop under the scheme.,MADHYA PRADESH,BHOPAL,PHANDA                                            ,4/3/2018 11:47,2018,Apr
RABI,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",Farmer need information regarding control sucking pest bhindi crop,"Spray imedachlorprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",MADHYA PRADESH,BHOPAL,BERASIA                                           ,4/3/2018 13:45,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want know information complant electricit,recommended for to know information about complant for electricity please contact to cm help line 181,MADHYA PRADESH,BHOPAL,BERASIA                                           ,4/3/2018 14:27,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Cowpea (Vegetable),"	Plant Protection	",Farmer need information regarding control sucking pest cowpea crop,"Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",MADHYA PRADESH,BHOPAL,BERASIA                                           ,4/3/2018 14:42,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want know information govt schemes,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,BHOPAL,BERASIA                                           ,4/3/2018 20:46,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want know information govt schemes,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAISEN,GOHARGANJ                                         ,4/1/2018 09:43,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer need information regarding govt schemes,Recommended for know about govt. schemes please contact rural agriculture extension officer.,MADHYA PRADESH,RAISEN,SILWANI                                           ,4/1/2018 11:44,2018,Apr
RABI,AGRICULTURE,Others,Others,Organic Farming,Farmer want know information govt scheme ,To contact agriculture department for more detail,MADHYA PRADESH,RAISEN,BARAILY                                           ,4/1/2018 14:17,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Farmer need information regarding govt schemes,Recommended for know about govt. schemes please contact rural agriculture extension officer (RAEO).,MADHYA PRADESH,RAISEN,UDAIPURA                                          ,4/1/2018 20:56,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Soil Testing,Farmer want know information collection soil sample soil testing,"Recommended for Aside from DIB hole clean from top to bottom 2 cm Thick clay clean bucket or tray and put in the bottom to take out. Collected the soil by hand, mix thoroughly and put on clean clothes pile, make a goal. Different finger to remove dirt from the pile of four equal parts. Now the remaining two parts of the soil again to mix well and set goals. This process is then repeated until almost half forts Top soil remains. The representative samples.",MADHYA PRADESH,RAISEN,GAIRATGANJ                                        ,4/2/2018 09:42,2018,Apr
RABI,HORTICULTURE,Fruits,Mango,"	Plant Protection	",control flower drop mango crop ,recommended for spray to planofix 5-7 mili/pump,MADHYA PRADESH,RAISEN,UDAIPURA                                          ,4/2/2018 10:36,2018,Apr
KHARIF,AGRICULTURE,Others,Others,Soil Testing,Farmer need information regarding collection method soil sample soil testing,"Recommended for Aside from DIB hole clean from top to bottom 2 cm Thick clay clean bucket or tray and put in the bottom to take out. Collected the soil from 6-9 inch depth by hand, mix thoroughly and put on clean clothes pile, make a goal. Different finger to remove dirt from the pile of four equal parts. Now the remaining two parts of the soil again to mix well and set goals. This process is then repeated until almost half forts Top soil remains. The representative samples.",MADHYA PRADESH,RAISEN,UDAIPURA                                          ,4/2/2018 11:35,2018,Apr
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want know information govt schemes,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAISEN,GOHARGANJ                                         ,4/2/2018 14:34,2018,Apr
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",farmer want know information control sucking pest moong crop,imedachlorprid 5-7 ml at 15 liter of water.,MADHYA PRADESH,RAISEN,SILWANI                                           ,4/2/2018 16:28,2018,Apr
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",control SUCKING moong,recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,MADHYA PRADESH,RAISEN,UDAIPURA                                          ,4/2/2018 17:25,2018,Apr
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Nutrient Management,Farmer need information regarding increase growth greengram,Recommended for foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.,MADHYA PRADESH,RAISEN,UDAIPURA                                          ,4/2/2018 17:27,2018,Apr
JAYAD,AGRICULTURE,Others,Others,Soil Testing,Farmer want know soil testing district,Recommended for soil testing please contact at your nearest krishi vigyan kendra or krishi upaj mandi.,MADHYA PRADESH,RAISEN,GAIRATGANJ                                        ,4/2/2018 17:40,2018,Apr
JAYAD,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",control stem borer okra,recommend for spray Emamectin benzoate 5 % SG 5-6 gram/pump,MADHYA PRADESH,RAISEN,UDAIPURA                                          ,4/2/2018 17:58,2018,Apr
